application_id,term,program,major,country,uni_tier,cgpa_10,gre_total,gre_aw,toefl,ielts,work_exp_years,internships,projects,research_exp,publications,sop_score,lor_score,portfolio_score,interview_score,gender,income_bucket,first_gen,chance_of_admit,admit_label
9976,Fall 2024,MTech,Econ,Malaysia,Tier3,6.92,297,4.0,103,,1.5,0,1,False,0,3.0,3.5,3.5,2.0,Male,Middle,True,0.5605,1
9977,Spring 2025,MBA,CS,Kenya,Tier2,7.48,282,5.0,95,,2.3,1,2,False,0,4.5,3.5,3.0,2.5,Male,Middle,True,0.6499,1
9978,Fall 2024,MTech,CS,Italy,Tier3,7.0,281,3.5,93,7.0,1.6,2,4,False,0,3.0,2.0,3.0,3.0,Male,Low,True,0.5395,0
9979,Spring 2026,PhD,Bio,Kenya,Tier3,7.58,299,6.0,98,6.5,4.3,0,3,False,0,3.0,3.0,3.5,3.0,Female,High,True,0.6844,1
9980,Spring 2026,MS,Econ,Poland,Tier1,6.66,283,4.0,70,,1.5,1,3,False,0,4.0,4.5,3.0,2.0,Female,Middle,True,0.5242,0
9981,Fall 2025,MS,Finance,United Kingdom,Tier1,6.45,291,3.5,92,6.0,2.8,1,1,False,0,2.5,3.0,3.0,3.0,Male,Middle,False,0.5025,1
9982,Spring 2026,MTech,DS,Russia,Tier2,8.7,307,3.0,94,8.0,2.1,2,3,True,2,3.0,4.5,3.5,3.0,Female,High,False,0.8631,1
9983,Fall 2025,MS,CS,Poland,Tier1,6.73,276,3.5,95,,0.0,1,1,False,0,2.5,2.0,3.0,3.0,Male,Middle,False,0.5786,0
9984,Spring 2026,MBA,Mech,Netherlands,Tier1,7.6,296,4.0,105,7.0,0.4,2,2,False,0,3.0,3.5,2.5,4.0,Female,Low,False,0.761,1
9985,Spring 2025,MBA,Civil,Mexico,Tier2,8.46,307,5.0,91,7.5,2.3,1,2,True,3,3.0,3.5,3.5,2.0,Male,Low,False,0.7984,1
9986,Spring 2026,MS,ECE,Singapore,Tier3,8.42,302,3.5,111,8.0,1.1,0,1,False,1,3.0,2.0,3.0,3.5,Female,Middle,False,0.7476,1
9987,Spring 2025,MBA,ECE,Kenya,Tier2,8.32,305,4.5,84,,1.4,0,6,True,2,4.5,4.0,3.5,2.0,Female,Middle,True,0.7453,1
9988,Spring 2026,MS,ECE,China,Tier2,7.87,300,4.0,103,,4.4,3,4,False,1,4.0,3.5,3.0,3.0,Female,Middle,False,0.7359,1
9989,Spring 2026,PhD,CS,South Africa,Tier2,8.25,323,5.0,91,7.5,1.3,1,2,False,0,2.5,3.0,4.0,1.5,Male,High,False,0.7568,1
9990,Spring 2026,MTech,Mech,United Arab Emirates,Tier2,8.84,309,5.0,110,8.0,5.5,2,3,True,1,2.5,4.5,2.0,2.0,Male,Middle,False,0.8517,1
9991,Spring 2025,MS,DS,Japan,Tier1,7.98,312,4.5,99,,1.4,0,1,False,0,3.0,3.0,3.0,3.5,Male,Middle,True,0.7159,1
9992,Spring 2025,MS,Mech,Saudi Arabia,Tier2,5.95,281,4.5,79,7.5,0.8,1,3,False,0,4.0,3.5,2.5,2.5,Female,High,True,0.4618,0
9993,Spring 2025,MBA,Econ,Argentina,Tier1,7.12,284,5.0,95,7.5,4.4,0,3,False,0,3.5,4.5,2.5,3.0,Male,Middle,True,0.632,1
9994,Fall 2024,PhD,ECE,Thailand,Tier3,8.23,311,4.5,101,7.5,2.3,0,4,False,1,2.5,2.5,3.5,5.0,Female,Low,False,0.7949,1
9995,Spring 2025,MS,ECE,Ukraine,Tier2,7.04,293,4.0,97,,4.2,0,3,False,0,4.0,3.5,3.5,4.0,Non-binary,Low,False,0.6776,1
9996,Spring 2026,MS,Finance,United Arab Emirates,Tier2,9.06,327,4.5,102,7.0,0.0,0,3,False,1,4.0,2.5,4.0,2.5,Female,Low,True,0.8759,0
9997,Spring 2026,MS,ECE,Nigeria,Tier2,7.54,297,5.5,92,,0.0,0,2,False,1,4.0,2.5,3.0,4.5,Male,Middle,True,0.6539,1
9998,Fall 2025,MS,Econ,Norway,Tier3,7.68,292,4.0,87,,0.0,1,8,True,3,3.5,3.5,2.5,4.0,Female,Middle,True,0.7599,0
9999,Fall 2024,PhD,Bio,Ukraine,Tier2,8.61,322,5.0,77,6.0,0.0,0,2,False,0,3.0,3.0,2.5,5.0,Male,High,True,0.7569,1
10000,Spring 2026,MBA,CS,New Zealand,Tier3,7.44,291,3.5,101,7.0,0.0,3,2,False,0,3.5,4.0,4.5,3.5,Male,Low,False,0.6178,1
10001,Fall 2024,MTech,Mech,South Africa,Tier2,7.76,300,5.5,101,8.0,2.7,1,4,False,0,2.5,3.5,3.0,3.0,Male,High,False,0.6396,0
10002,Spring 2026,MS,Econ,Netherlands,Tier3,8.41,313,4.5,119,8.5,1.5,1,4,False,0,2.5,2.5,3.0,3.5,Male,Middle,True,0.7302,0
10003,Spring 2026,MTech,CS,Sri Lanka,Tier3,6.27,282,3.5,93,7.0,1.3,0,4,True,1,3.5,2.5,3.0,4.0,Female,Middle,True,0.5693,0
10004,Fall 2025,MS,CS,Japan,Tier2,7.34,312,4.0,100,,0.0,1,6,False,0,2.5,2.5,2.5,3.0,Male,High,False,0.7523,1
10005,Spring 2025,MTech,ECE,South Korea,Tier2,8.35,303,4.0,97,,3.3,0,3,True,0,3.0,4.0,2.5,3.5,Male,Middle,False,0.7574,0
10006,Spring 2025,MBA,Civil,Norway,Tier1,7.66,299,4.0,105,5.5,3.0,0,2,False,0,3.5,3.5,2.5,3.0,Female,Middle,True,0.7028,1
10007,Fall 2025,MBA,Mech,Vietnam,Tier2,8.92,306,4.5,89,,0.0,0,5,True,1,4.0,3.5,3.5,2.5,Female,Middle,False,0.8171,1
10008,Spring 2025,MBA,Finance,Nepal,Tier3,6.18,287,3.5,96,6.5,1.2,2,1,False,0,5.0,4.0,4.0,2.0,Female,High,False,0.5459,1
10009,Spring 2025,MBA,DS,Australia,Tier3,6.08,271,2.5,92,,0.4,1,5,False,0,4.5,3.5,3.0,2.5,Female,Middle,False,0.4508,0
10010,Fall 2024,MS,CS,Japan,Tier3,8.29,307,5.5,105,7.5,4.8,0,4,False,1,2.5,5.0,3.0,4.0,Male,Low,True,0.7709,0
10011,Fall 2025,PhD,DS,France,Tier1,8.38,312,4.5,120,7.0,2.2,0,3,False,0,3.5,4.0,1.5,4.5,Female,Low,False,0.8591,1
10012,Spring 2026,MS,CS,Pakistan,Tier2,7.43,295,4.0,98,8.5,1.8,2,6,False,0,3.5,4.0,2.0,3.5,Female,Middle,False,0.726,1
10013,Spring 2026,MS,Mech,Ukraine,Tier2,7.96,296,4.0,77,,2.2,1,4,False,0,4.5,2.5,2.0,1.0,Female,Low,False,0.7404,1
10014,Spring 2026,MS,ECE,Brazil,Tier2,8.27,321,5.0,83,8.5,2.1,0,2,False,0,3.5,3.5,3.0,4.0,Male,Low,False,0.8189,1
10015,Fall 2024,MS,CS,Brazil,Tier3,6.87,291,4.0,107,7.5,2.3,0,2,False,0,4.0,3.5,2.0,3.0,Female,High,False,0.7351,0
10016,Spring 2025,MTech,Econ,Australia,Tier3,6.96,294,3.5,74,,0.0,3,5,False,0,3.5,3.0,3.0,3.0,Female,Middle,False,0.6061,1
10017,Fall 2025,MS,DS,Saudi Arabia,Tier2,7.77,294,4.0,98,9.0,1.8,0,2,False,0,3.5,3.5,2.5,3.0,Male,Low,False,0.6331,1
10018,Fall 2024,MS,ECE,Singapore,Tier2,8.41,304,5.5,87,,6.0,0,6,False,0,3.5,4.0,3.0,3.0,Male,Low,False,0.7246,1
10019,Spring 2025,MTech,CS,India,Tier2,6.55,278,4.0,120,7.5,0.2,2,4,False,0,4.5,3.0,2.5,4.0,Male,Middle,False,0.7437,0
10020,Spring 2025,MTech,ECE,Bangladesh,Tier3,7.42,302,4.0,81,8.0,3.4,1,4,False,0,4.0,3.5,2.5,2.5,Female,Low,True,0.6678,0
10021,Fall 2024,MTech,Mech,Germany,Tier1,7.38,298,3.5,87,7.5,2.8,1,5,False,0,2.5,3.5,2.5,4.5,Female,Middle,False,0.7144,0
10022,Spring 2025,MS,Mech,Chile,Tier3,7.98,296,4.0,104,,1.6,0,1,False,0,4.0,4.0,3.5,3.0,Male,High,False,0.6744,0
10023,Fall 2025,MBA,Finance,United Arab Emirates,Tier2,7.59,304,5.0,93,7.5,0.2,1,0,False,0,3.5,3.0,3.5,5.0,Male,Middle,True,0.6002,1
10024,Fall 2025,MS,DS,Poland,Tier2,7.11,279,3.0,84,,2.7,1,7,False,0,3.5,3.5,3.5,2.5,Female,Middle,False,0.7013,0
10025,Fall 2025,MS,DS,Sri Lanka,Tier1,8.72,311,5.0,85,8.0,1.2,2,6,False,0,3.0,2.0,2.0,4.0,Female,Middle,False,0.845,1
10026,Fall 2024,MBA,ECE,Malaysia,Tier1,7.11,290,4.5,86,,1.6,1,3,False,0,2.0,5.0,2.5,2.5,Female,Low,False,0.5753,0
10027,Spring 2025,PhD,Finance,Nepal,Tier1,7.34,281,4.0,82,,2.5,2,2,False,0,3.5,3.5,3.5,2.0,Male,Low,True,0.6275,0
10028,Fall 2025,MTech,Bio,Russia,Tier3,6.17,262,3.5,91,,0.2,1,3,False,0,4.0,4.5,3.5,2.5,Male,Low,False,0.4041,0
10029,Fall 2025,MBA,Mech,Pakistan,Tier1,6.96,301,2.5,118,7.5,1.2,1,2,False,0,2.5,4.5,3.5,4.0,Female,Low,False,0.5746,1
10030,Fall 2024,MS,Mech,Kenya,Tier2,8.06,319,4.5,120,7.5,3.0,1,3,False,0,4.0,4.5,2.0,4.5,Male,Middle,False,0.8885,1
10031,Spring 2025,MBA,Econ,Sri Lanka,Tier2,7.89,325,2.5,120,7.5,1.7,0,2,False,0,4.0,2.0,2.5,3.5,Male,High,True,0.8732,1
10032,Spring 2026,MS,Mech,South Africa,Tier2,8.14,311,4.0,95,,0.0,2,5,False,0,3.0,2.0,3.0,3.5,Male,Middle,True,0.7243,1
10033,Spring 2025,MBA,Civil,Egypt,Tier3,8.1,313,4.0,105,,2.5,1,3,False,0,1.5,3.5,4.0,2.5,Male,Middle,False,0.7176,1
10034,Fall 2025,MS,CS,South Korea,Tier2,9.48,329,5.0,99,8.0,2.8,0,6,True,1,2.0,4.0,4.0,3.0,Male,Middle,True,0.8549,0
10035,Spring 2026,MS,CS,Sweden,Tier3,6.93,282,3.0,83,8.0,3.0,0,1,False,0,3.0,3.0,3.0,4.0,Male,Middle,False,0.5582,1
10036,Fall 2025,MTech,DS,Indonesia,Tier2,6.14,280,3.0,71,7.5,1.4,0,1,False,0,3.0,2.5,1.5,4.0,Male,Low,False,0.4511,1
10037,Fall 2025,MBA,ECE,Saudi Arabia,Tier2,6.65,294,4.5,73,,0.2,3,5,False,0,3.0,2.0,4.0,3.5,Male,Middle,False,0.5312,0
10038,Fall 2024,MBA,DS,Bangladesh,Tier1,6.97,294,4.0,96,,0.0,1,4,False,1,3.0,3.0,2.0,4.0,Male,Middle,True,0.6435,1
10039,Spring 2026,MBA,Bio,Ukraine,Tier3,6.72,273,2.0,76,7.5,1.1,0,3,False,1,4.0,3.0,3.0,3.5,Female,Low,False,0.5047,0
10040,Spring 2025,MTech,DS,Sri Lanka,Tier2,7.68,303,4.0,86,7.5,3.0,3,2,False,1,4.0,3.0,3.0,4.5,Female,Low,True,0.7069,1
10041,Fall 2024,MS,Econ,Russia,Tier2,8.73,310,6.0,100,6.0,0.6,2,2,False,0,5.0,2.5,2.0,2.5,Female,High,True,0.7153,1
10042,Fall 2024,MS,DS,Vietnam,Tier2,8.99,319,4.5,69,7.0,4.9,1,0,False,0,4.5,3.0,3.0,2.5,Male,Middle,True,0.8502,1
10043,Spring 2025,MBA,Econ,Germany,Tier2,8.05,322,3.0,115,6.5,0.8,3,1,True,1,3.5,2.5,3.0,2.5,Male,Middle,False,0.8437,1
10044,Spring 2025,MTech,CS,Malaysia,Tier3,9.53,320,4.5,98,,4.2,0,5,False,0,3.0,4.0,4.5,4.0,Male,Middle,True,0.8567,1
10045,Spring 2026,MS,DS,Malaysia,Tier3,7.28,313,5.0,92,,2.5,0,3,False,1,3.0,3.5,2.5,3.5,Female,Middle,False,0.7986,1
10046,Spring 2025,MTech,DS,Canada,Tier2,6.13,277,2.0,85,,0.9,3,4,False,0,4.0,4.0,3.0,2.0,Female,Low,False,0.4314,0
10047,Fall 2024,MS,CS,Ghana,Tier2,8.55,310,4.0,102,,0.0,1,4,True,1,4.5,3.5,4.5,3.5,Female,Low,True,0.8416,1
10048,Spring 2025,MBA,CS,Canada,Tier2,5.95,269,5.0,80,6.5,2.7,1,2,False,0,5.0,2.5,3.0,1.5,Male,Middle,False,0.4457,0
10049,Spring 2025,MTech,ECE,Australia,Tier2,6.92,278,2.5,109,,1.6,0,0,False,0,3.0,3.0,1.5,3.0,Male,Middle,False,0.51,1
10050,Spring 2025,MTech,DS,Saudi Arabia,Tier1,8.07,300,4.0,105,,0.5,0,7,False,0,4.5,2.5,3.5,3.0,Male,High,False,0.7887,0
10051,Spring 2026,MS,DS,Mexico,Tier2,7.51,296,4.0,86,,1.9,3,3,True,0,3.0,2.5,3.5,1.5,Non-binary,High,False,0.6505,1
10052,Fall 2025,MBA,DS,Nigeria,Tier2,7.43,291,3.5,92,,2.2,0,2,True,0,3.5,3.5,1.5,2.5,Female,Low,True,0.5777,0
10053,Spring 2026,MS,DS,United States,Tier2,6.54,269,5.0,106,6.5,0.3,1,3,False,0,4.5,2.5,2.5,2.5,Male,Middle,False,0.571,1
10054,Fall 2025,MS,CS,Italy,Tier2,7.59,295,5.0,99,8.5,2.0,2,1,True,0,3.5,3.5,2.5,3.5,Female,Middle,True,0.776,1
10055,Fall 2025,MTech,DS,Sri Lanka,Tier3,8.5,300,4.0,92,,0.0,0,0,False,0,3.0,3.5,4.0,3.5,Female,High,True,0.7554,0
10056,Fall 2024,MBA,DS,United Kingdom,Tier2,7.62,285,3.0,85,5.5,0.0,0,5,True,0,2.5,2.0,2.5,5.0,Male,Low,True,0.5722,1
10057,Spring 2025,MBA,Econ,Argentina,Tier2,6.85,271,5.0,91,,3.4,1,0,False,0,3.5,3.0,1.0,3.0,Male,High,False,0.6115,0
10058,Fall 2024,MBA,ECE,Nepal,Tier1,6.48,294,4.5,89,5.5,1.1,0,6,False,0,2.5,3.5,3.5,4.5,Female,Middle,False,0.5223,0
10059,Fall 2025,MBA,CS,Spain,Tier3,6.87,288,4.0,98,,2.9,2,3,False,0,1.0,3.0,3.5,2.5,Male,Middle,False,0.5023,1
10060,Fall 2024,MS,DS,France,Tier3,7.95,310,4.5,92,,2.7,2,4,False,1,4.0,2.0,1.5,3.5,Female,Middle,False,0.6905,0
10061,Spring 2026,MS,DS,Japan,Tier3,7.91,303,4.5,84,7.0,3.4,0,4,False,1,3.5,3.0,3.0,3.0,Female,Middle,True,0.7045,0
10062,Fall 2025,MBA,CS,Turkey,Tier2,6.88,290,3.0,107,7.0,2.9,2,3,False,0,2.5,4.0,3.0,5.0,Female,Middle,True,0.7389,1
10063,Fall 2025,MBA,Econ,South Korea,Tier2,5.61,274,3.0,99,8.5,3.3,1,5,True,0,3.0,4.0,3.5,2.0,Male,Low,False,0.4796,1
10064,Spring 2025,MBA,ECE,Sweden,Tier1,7.98,308,4.0,84,7.5,0.0,0,2,True,1,3.0,3.0,3.0,5.0,Male,Low,False,0.7922,1
10065,Spring 2026,MS,CS,Vietnam,Tier3,6.79,299,2.0,88,,4.6,0,2,False,1,4.0,4.0,2.5,4.0,Male,High,True,0.6528,0
10066,Fall 2025,MBA,Econ,Ukraine,Tier3,8.22,308,4.0,104,,2.8,0,2,False,0,3.0,3.0,2.5,4.5,Female,Low,False,0.7335,1
10067,Spring 2025,MS,Civil,Nepal,Tier1,6.92,291,3.0,84,7.5,6.0,4,4,False,0,3.5,3.5,3.0,4.5,Male,Low,True,0.7645,0
10068,Spring 2025,MTech,Mech,Netherlands,Tier2,6.71,289,4.0,92,,1.5,2,1,False,0,3.0,3.0,2.5,4.5,Female,Low,False,0.5534,0
10069,Fall 2025,PhD,CS,Saudi Arabia,Tier1,7.74,290,3.0,91,9.0,0.3,1,1,False,0,2.5,2.0,1.0,3.5,Male,Middle,True,0.695,1
10070,Fall 2025,MBA,DS,Vietnam,Tier2,9.72,335,4.5,90,,3.7,2,2,False,0,3.5,4.0,4.0,4.0,Female,Middle,False,0.901,1
10071,Fall 2025,MBA,DS,Russia,Tier2,8.27,291,4.5,81,8.0,3.2,1,3,False,0,4.0,5.0,4.5,2.5,Female,Middle,False,0.7595,1
10072,Spring 2026,MS,Finance,Malaysia,Tier3,7.72,298,4.0,94,8.0,0.0,0,2,True,4,4.5,4.0,3.0,3.0,Male,Middle,True,0.7426,1
10073,Fall 2024,MS,Civil,Spain,Tier3,7.92,300,4.5,84,6.0,1.7,2,3,False,0,4.0,2.5,2.0,2.5,Female,Low,True,0.7232,1
10074,Spring 2025,MS,CS,Turkey,Tier3,6.02,266,4.5,84,7.5,0.7,0,1,False,2,2.5,3.5,3.5,2.0,Male,Middle,False,0.4882,1
10075,Fall 2025,PhD,DS,Ukraine,Tier3,6.59,275,3.5,103,6.5,0.9,1,4,False,1,1.0,2.5,3.0,2.5,Female,Middle,True,0.5217,0
10076,Spring 2026,MS,CS,Netherlands,Tier3,5.5,265,3.5,83,,1.9,1,2,False,0,2.5,2.5,3.5,2.0,Male,High,False,0.4026,0
10077,Spring 2025,MTech,Mech,New Zealand,Tier1,9.16,316,3.5,102,,0.2,0,3,False,0,2.0,3.5,2.0,4.0,Male,Low,False,0.8547,1
10078,Spring 2026,MS,Finance,Chile,Tier2,8.97,340,3.5,110,7.5,3.6,1,7,False,0,3.0,4.0,3.5,3.0,Female,Middle,True,0.9156,1
10079,Fall 2025,MS,ECE,France,Tier2,7.95,309,5.5,95,,0.4,0,4,False,0,3.5,3.0,3.5,4.0,Female,Low,False,0.705,1
10080,Fall 2024,MBA,Mech,Singapore,Tier2,7.72,291,4.0,100,,0.4,0,1,True,0,2.5,3.0,1.0,3.5,Female,Middle,True,0.6292,1
10081,Spring 2026,PhD,ECE,Saudi Arabia,Tier2,6.2,279,4.0,83,,0.0,0,2,False,0,3.0,3.5,4.5,1.5,Female,Low,False,0.4954,1
10082,Fall 2024,MTech,Mech,New Zealand,Tier3,7.4,304,4.0,104,7.0,2.3,1,2,True,0,3.0,3.5,2.5,5.0,Male,Low,False,0.805,1
10083,Fall 2025,PhD,Mech,South Korea,Tier2,9.21,330,4.5,106,8.0,0.0,0,4,False,0,5.0,4.0,3.5,2.0,Male,Middle,True,0.8602,1
10084,Spring 2025,MTech,CS,Japan,Tier2,7.72,289,3.5,111,6.5,2.8,0,1,False,0,3.5,2.5,3.5,4.0,Male,High,True,0.6977,1
10085,Fall 2025,MS,CS,New Zealand,Tier3,7.09,311,3.5,110,7.5,3.7,0,3,False,1,4.0,2.0,4.5,2.5,Male,Low,False,0.7189,0
10086,Fall 2024,MS,Civil,Indonesia,Tier2,6.02,276,4.5,96,6.5,0.9,3,7,True,1,4.0,3.0,4.5,3.5,Male,Middle,True,0.5867,0
10087,Spring 2025,MS,Civil,Poland,Tier2,8.84,307,3.0,120,,4.3,0,3,False,1,3.5,3.5,3.5,3.0,Female,Low,False,0.8464,1
10088,Spring 2025,MS,DS,Saudi Arabia,Tier2,7.54,298,4.0,105,,1.3,3,1,False,0,2.5,3.0,3.5,3.0,Female,Low,True,0.7078,1
10089,Fall 2025,MS,ECE,Philippines,Tier2,6.02,267,3.0,107,,3.8,3,2,False,2,3.0,4.5,1.5,2.0,Male,High,True,0.4287,1
10090,Fall 2024,MS,ECE,Indonesia,Tier2,6.77,283,2.0,88,,3.2,2,2,False,0,3.5,4.0,2.5,2.5,Female,Middle,True,0.5783,1
10091,Fall 2025,MS,Finance,France,Tier2,6.45,265,4.0,87,,0.7,1,2,False,1,1.0,3.5,3.5,4.0,Female,Middle,False,0.4732,0
10092,Spring 2025,MBA,Finance,France,Tier2,7.48,296,3.0,95,,2.0,1,6,True,3,3.0,2.0,2.5,2.0,Female,Middle,False,0.7757,0
10093,Fall 2024,MTech,DS,France,Tier1,7.79,292,3.0,82,7.0,2.2,1,3,False,0,4.5,2.5,4.0,5.0,Male,Low,False,0.7287,1
10094,Fall 2024,MS,Econ,Argentina,Tier1,7.15,286,6.0,94,7.0,0.3,0,2,False,0,3.5,2.5,3.5,2.0,Male,Middle,False,0.5613,1
10095,Spring 2025,MBA,Finance,Russia,Tier3,8.3,314,4.5,96,,0.0,1,3,False,0,3.0,2.5,2.5,3.5,Male,Middle,False,0.7318,1
10096,Spring 2026,MS,Econ,Vietnam,Tier1,7.67,294,4.5,108,,0.8,1,3,False,0,4.5,3.0,2.5,4.5,Male,High,False,0.7657,1
10097,Fall 2025,MBA,Bio,Bangladesh,Tier2,8.56,311,4.0,110,,0.6,2,2,False,0,3.0,3.5,4.0,2.5,Female,Low,True,0.8033,0
10098,Spring 2025,MS,Bio,South Africa,Tier3,7.28,300,3.0,96,7.0,0.0,3,7,False,0,2.5,3.5,1.5,2.0,Male,Low,False,0.7547,1
10099,Spring 2025,MTech,CS,Qatar,Tier2,10.0,331,4.0,94,7.0,5.5,0,4,False,0,3.0,3.5,3.5,4.0,Female,Low,True,0.8739,1
10100,Fall 2024,MBA,DS,Chile,Tier2,7.09,282,3.5,115,6.5,1.0,2,1,False,0,2.5,4.0,3.5,2.5,Male,Middle,False,0.6711,1
10101,Fall 2025,MTech,ECE,South Korea,Tier2,6.79,270,2.0,74,6.5,4.0,1,1,False,0,4.0,3.5,3.0,2.5,Female,Low,False,0.5922,1
10102,Spring 2026,MBA,CS,United States,Tier1,6.68,273,5.5,74,,2.8,4,4,True,1,3.5,2.0,4.5,3.5,Male,Low,False,0.576,0
10103,Fall 2025,PhD,Civil,Indonesia,Tier2,7.41,295,4.0,100,6.5,0.5,0,2,True,0,3.0,2.0,2.0,3.0,Female,Middle,False,0.6156,1
10104,Spring 2026,MTech,ECE,Japan,Tier2,6.05,276,3.0,92,,3.2,1,2,False,0,3.5,3.0,3.0,1.5,Male,Low,True,0.586,1
10105,Spring 2026,MS,ECE,Ukraine,Tier2,7.87,294,4.0,91,7.5,0.3,1,2,False,1,4.0,3.5,4.0,3.5,Female,Middle,False,0.6111,1
10106,Spring 2025,MBA,CS,Nigeria,Tier1,5.89,273,2.5,70,7.0,5.1,0,3,False,0,3.0,4.0,3.5,4.5,Male,Middle,False,0.4834,0
10107,Spring 2026,MBA,DS,Malaysia,Tier1,7.75,301,3.0,85,8.0,0.7,2,4,False,0,3.0,4.0,3.5,2.0,Female,Middle,False,0.7647,1
10108,Spring 2025,PhD,ECE,Malaysia,Tier2,6.38,262,5.0,109,7.5,0.5,3,2,True,0,2.0,4.5,3.5,2.5,Female,High,True,0.4632,1
10109,Spring 2025,MS,Bio,Vietnam,Tier3,7.26,293,3.5,110,,3.8,2,1,False,0,3.0,4.5,3.0,2.5,Male,Middle,True,0.7153,0
10110,Fall 2025,MS,ECE,Singapore,Tier1,8.14,319,4.0,106,6.5,1.7,2,5,True,1,5.0,3.5,3.5,3.5,Female,Middle,False,0.7684,1
10111,Spring 2025,MTech,ECE,Chile,Tier3,9.67,315,4.5,87,,4.5,1,0,True,1,2.5,2.5,3.5,3.0,Female,Middle,True,0.839,1
10112,Spring 2025,MS,Econ,Canada,Tier3,6.63,300,3.5,91,7.0,0.3,1,1,False,0,2.5,3.5,3.5,3.5,Male,Low,True,0.5277,0
10113,Fall 2025,MS,Econ,Norway,Tier3,7.46,289,3.5,89,7.0,5.4,0,6,False,1,5.0,5.0,3.5,4.0,Female,Middle,True,0.7002,1
10114,Spring 2025,MS,CS,Thailand,Tier2,6.95,269,6.0,84,,0.0,1,3,False,1,4.0,2.5,3.0,2.5,Male,High,True,0.5048,1
10115,Fall 2025,MS,CS,Norway,Tier1,6.82,285,3.0,87,,2.7,2,4,False,1,4.5,3.0,2.0,2.5,Male,Middle,False,0.6614,1
10116,Fall 2025,MBA,Finance,Malaysia,Tier3,6.96,294,3.0,93,,0.6,2,3,False,1,3.5,2.5,2.5,3.0,Male,Low,False,0.5084,0
10117,Spring 2025,MS,ECE,Qatar,Tier2,8.34,308,4.5,78,,1.7,2,3,False,0,3.5,4.5,3.5,4.0,Female,Middle,True,0.7487,1
10118,Spring 2025,MTech,ECE,Qatar,Tier2,7.16,293,3.0,108,7.0,4.0,1,2,True,2,4.0,3.5,4.0,2.5,Female,Low,False,0.7633,0
10119,Spring 2026,MS,CS,South Africa,Tier1,9.62,340,5.0,97,6.0,0.5,0,3,False,0,4.0,3.0,2.0,4.0,Female,Middle,False,0.8836,1
10120,Spring 2025,MS,CS,South Africa,Tier3,7.97,306,4.0,90,7.0,4.8,3,2,False,0,3.0,3.5,2.5,3.5,Male,High,False,0.7469,1
10121,Spring 2026,MS,CS,Nigeria,Tier3,6.69,311,4.0,77,7.5,3.1,1,5,False,0,3.0,5.0,3.0,4.0,Male,Low,False,0.7004,1
10122,Fall 2024,MBA,CS,Nigeria,Tier3,7.27,304,4.0,105,7.0,0.0,0,2,False,1,2.5,2.0,1.5,2.5,Female,Middle,False,0.5976,0
10123,Fall 2025,PhD,ECE,Saudi Arabia,Tier2,6.88,285,3.5,81,,1.2,1,5,False,0,3.5,4.0,4.0,2.0,Male,Middle,True,0.6029,0
10124,Fall 2024,MS,Finance,Singapore,Tier2,8.32,313,5.0,102,,2.0,0,3,False,0,3.5,3.5,2.5,3.5,Female,Middle,False,0.8081,0
10125,Fall 2025,MS,CS,Malaysia,Tier3,6.13,268,4.5,81,7.5,2.1,0,5,False,0,2.5,3.5,4.0,2.0,Female,Middle,False,0.5143,1
10126,Spring 2025,MBA,DS,Japan,Tier3,6.39,278,4.5,94,,0.1,2,5,True,1,3.5,3.0,2.5,3.0,Female,Low,False,0.605,0
10127,Spring 2025,MTech,Mech,Singapore,Tier2,7.07,293,2.5,79,,0.8,0,2,False,0,3.0,3.0,2.5,3.0,Male,High,True,0.5771,0
10128,Spring 2026,MBA,CS,Kenya,Tier1,8.21,304,4.0,93,7.0,0.0,1,3,False,0,3.5,2.0,3.5,2.5,Female,Low,False,0.8077,1
10129,Fall 2025,MS,CS,Netherlands,Tier2,8.71,303,4.0,94,6.0,4.4,0,6,False,0,3.5,4.5,3.5,4.5,Male,Low,True,0.8582,1
10130,Fall 2025,MS,Econ,Canada,Tier1,8.84,333,6.0,100,6.5,0.0,1,0,False,0,3.0,4.5,4.5,4.5,Male,Low,False,0.8217,1
10131,Fall 2024,PhD,Bio,United Kingdom,Tier2,8.08,316,3.0,107,,0.0,0,2,False,0,2.0,3.0,2.5,2.5,Female,Low,False,0.7504,1
10132,Spring 2026,MS,DS,Ghana,Tier3,7.53,282,3.5,99,8.0,0.4,0,7,False,0,3.5,3.5,3.0,3.0,Female,Middle,True,0.6131,0
10133,Spring 2026,MBA,Finance,United Arab Emirates,Tier2,8.32,312,5.0,115,,0.8,1,2,False,1,2.5,2.5,3.0,4.5,Male,Low,False,0.7086,1
10134,Fall 2024,MBA,Mech,Egypt,Tier3,6.57,289,3.0,77,8.0,0.7,0,5,False,1,3.5,3.0,2.5,3.0,Female,Middle,False,0.6319,0
10135,Spring 2025,MTech,DS,Bangladesh,Tier1,5.94,277,3.0,118,7.5,1.4,1,2,False,0,2.5,4.0,2.5,3.5,Male,Middle,True,0.5855,1
10136,Spring 2025,MS,Bio,South Africa,Tier3,7.99,297,5.5,106,8.0,3.7,0,0,False,0,5.0,4.0,2.0,2.5,Male,Middle,True,0.7908,0
10137,Fall 2024,MTech,Bio,Malaysia,Tier1,6.69,291,4.0,89,6.5,0.3,1,3,False,0,2.5,4.0,2.0,4.0,Male,Low,False,0.6794,0
